filename,width,height,class,xmin,ymin,xmax,ymax,class_int
plastic173.jpg,512,384,botol,108,62,384,332,6
plastic174.jpg,512,384,botol,113,70,385,263,6
plastic183.jpg,512,384,botol,95,128,297,293,6
plastic184.jpg,512,384,botol,140,66,387,322,6
plastic185.jpg,512,384,botol,168,24,276,304,6
plastic187.jpg,512,384,botol,13,89,310,279,6
plastic188.jpg,512,384,botol,54,88,360,298,6
plastic189.jpg,512,384,botol,44,98,477,300,6
plastic191.jpg,512,384,botol,183,131,512,346,6
plastic202.jpg,512,384,botol,67,92,462,270,6
plastic21.jpg,512,384,botol,77,97,512,310,6
plastic32.jpg,512,384,botol,102,0,432,368,6
plastic34.jpg,512,384,botol,228,0,364,253,6
plastic36.jpg,512,384,botol,29,49,473,351,6
plastic38.jpg,512,384,botol,134,77,512,384,6
plastic44.jpg,512,384,botol,144,16,428,355,6
plastic47.jpg,512,384,botol,108,129,380,226,6
plastic49.jpg,512,384,botol,32,104,466,274,6
plastic51.jpg,512,384,botol,34,97,327,384,6
plastic57.jpg,512,384,botol,170,69,486,384,6
plastic60.jpg,512,384,botol,44,154,418,282,6
plastic62.jpg,512,384,botol,118,22,397,384,6
plastic64.jpg,512,384,botol,72,46,412,283,6
plastic65.jpg,512,384,botol,102,141,334,384,6
plastic73.jpg,512,384,botol,182,46,342,384,6
plastic74.jpg,512,384,botol,104,0,473,384,6
plastic75.jpg,512,384,botol,141,0,434,302,6
plastic8.jpg,512,384,botol,137,51,422,331,6
plastic80.jpg,512,384,botol,62,80,479,323,6
plastic88.jpg,512,384,botol,112,4,479,384,6
plastic91.jpg,512,384,botol,208,39,394,384,6
plastic93.jpg,512,384,botol,134,72,401,384,6
plastic94.jpg,512,384,botol,70,123,454,279,6
plastic95.jpg,512,384,botol,0,86,512,311,6
plastic96.jpg,512,384,botol,117,79,452,276,6
plastic98.jpg,512,384,botol,133,60,369,293,6
plastic99.jpg,512,384,botol,65,51,313,273,6
S__19423431.jpg,1108,1478,piring,7,310,1108,1273,2
trash2.jpg,512,384,cup,145,83,427,277,4
trash35.jpg,512,384,cup,159,39,408,284,4
trash50.jpg,512,384,cup,176,124,434,359,4
trash60.jpg,512,384,cup,132,37,350,296,4
trash69.jpg,512,384,cup,87,40,359,309,4
trash80.jpg,512,384,cup,183,81,376,273,4
trash87.jpg,512,384,cup,72,43,377,375,4
vn_100.jpg,283,178,kantong,3,44,94,175,0
vn_100.jpg,283,178,kantong,176,31,280,162,0
vn_119.jpg,660,440,kantong,8,53,220,353,0
vn_119.jpg,660,440,kantong,511,94,657,387,0
vn_119.jpg,660,440,kantong,377,76,512,440,0
vn_132.jpg,586,390,kantong,415,62,521,170,0
vn_132.jpg,586,390,kantong,164,181,298,337,0
vn_132.jpg,586,390,kantong,384,241,506,372,0
vn_132.jpg,586,390,kantong,314,69,385,146,0
vn_132.jpg,586,390,kantong,375,91,430,151,0
vn_132.jpg,586,390,kantong,493,39,558,86,0
vn_137.jpg,1000,1000,kantong,204,24,777,1000,0
vn_139.jpg,600,401,kantong,430,152,520,285,0
vn_139.jpg,600,401,kantong,208,115,287,208,0
vn_139.jpg,600,401,kantong,214,295,333,401,0
vn_139.jpg,600,401,kantong,352,79,507,210,0
vn_139.jpg,600,401,kantong,59,324,163,401,0
vn_139.jpg,600,401,kantong,0,94,107,255,0
vn_139.jpg,600,401,kantong,264,71,354,144,0
vn_139.jpg,600,401,kantong,497,306,600,395,0
vn_186.jpg,640,480,kantong,340,216,457,336,0
vn_186.jpg,640,480,kantong,106,329,270,471,0
vn_186.jpg,640,480,kantong,240,213,372,295,0
vn_194.jpg,600,600,kantong,87,61,293,384,0
vn_194.jpg,600,600,cup,97,373,275,553,4
vn_194.jpg,600,600,kantong,293,181,509,553,0
vn_203.jpg,682,512,kantong,428,163,581,367,0
vn_203.jpg,682,512,kantong,480,5,614,121,0
vn_203.jpg,682,512,kantong,24,250,349,469,0
vn_45.jpg,800,531,kantong,372,394,473,496,0
vn_45.jpg,800,531,kantong,264,378,339,460,0
vn_45.jpg,800,531,kantong,19,378,110,482,0
vn_45.jpg,800,531,kantong,701,372,790,462,0
vn_45.jpg,800,531,kantong,446,382,558,492,0
vn_45.jpg,800,531,kantong,162,423,273,495,0
vn_49.jpg,450,509,kantong,28,308,271,508,0
vn_49.jpg,450,509,kantong,237,0,449,507,0
vn_6.jpg,960,640,kantong,196,1,773,611,0
WhatsApp Image 2022-06-08 at 00.03.35 (1).jpg,1280,960,piring,199,166,663,881,2
WhatsApp Image 2022-06-08 at 00.03.36 (1).jpg,1280,960,piring,120,119,1057,923,2
WhatsApp Image 2022-06-08 at 00.03.36 (2).jpg,960,1280,piring,102,192,723,867,2
WhatsApp Image 2022-06-08 at 00.03.36.jpg,1280,960,piring,173,124,982,706,2
WhatsApp Image 2022-06-08 at 00.03.36.jpg,1280,960,piring,887,2,1280,265,2
WhatsApp Image 2022-06-08 at 00.03.37 (1).jpg,1280,960,piring,92,5,1229,829,2
WhatsApp Image 2022-06-08 at 00.03.37 (2).jpg,1280,960,piring,167,28,1056,925,2
WhatsApp Image 2022-06-08 at 00.03.37.jpg,1280,960,piring,244,46,1085,946,2
WhatsApp Image 2022-06-08 at 00.03.38 (1).jpg,1280,960,piring,180,12,1050,839,2
WhatsApp Image 2022-06-08 at 00.03.38 (2).jpg,1280,960,piring,34,54,1176,419,2
WhatsApp Image 2022-06-08 at 00.03.38.jpg,1280,960,piring,195,2,1222,923,2
WhatsApp Image 2022-06-08 at 00.03.39 (1).jpg,1280,960,piring,693,173,1280,545,2
WhatsApp Image 2022-06-08 at 00.03.39 (1).jpg,1280,960,piring,0,194,548,578,2
WhatsApp Image 2022-06-08 at 00.03.39 (2).jpg,1280,960,piring,66,356,551,806,2
WhatsApp Image 2022-06-08 at 00.03.39 (2).jpg,1280,960,piring,653,196,1150,643,2
WhatsApp Image 2022-06-08 at 00.03.39.jpg,1280,960,piring,237,47,1248,701,2
